Vocabulary-Kanji,Vocabulary-Furigana,Vocabulary-Kana,Vocabulary-English,Vocabulary-Pos,Expression,Reading,Sentence-Kana,Sentence-English,Sentence-Clozed
天才,天才[てんさい],てんさい,genius,Noun,彼は笑いの<b>天才</b>だね。,彼[かれ]は 笑[わら]いの<b> 天才[てんさい]</b>だね。,かれ は わらい の <b>てんさい</b> だ ね,He's a comic genius.,彼[かれ]は 笑[わら]いの<b>（　）</b>だね。
本能,本能[ほんのう],ほんのう,instinct,Noun,動物は<b>本能</b>のまま動くね。,動物[どうぶつ]は<b> 本能[ほんのう]</b>のまま 動[うご]くね。,どうぶつ は <b>ほんのう</b> の まま うごく ね,Animals act purely on instinct.,動物[どうぶつ]は<b>（　）</b>のまま 動[うご]くね。
有能,有能[ゆうのう],ゆうのう,"able, competent",Adjectival Noun,彼女はとても<b>有能</b>な部下です。,彼女[かのじょ]はとても<b> 有能[ゆうのう]</b>な 部下[ぶか]です。,かのじょ は とても <b>ゆうのう</b> な ぶか です,She's a very capable subordinate.,彼女[かのじょ]はとても<b>（　）</b>な 部下[ぶか]です。
知能,知能[ちのう],ちのう,"intelligence, mental capacity",Noun,あの子の<b>知能</b>はとても高いそうです。,あの 子[こ]の<b> 知能[ちのう]</b>はとても 高[たか]いそうです。,あの こ の <b>ちのう</b> は とても たかい そう です,"Apparently, that child is highly intelligent.",あの 子[こ]の<b>（　）</b>はとても 高[たか]いそうです。
無能,無能[むのう],むのう,"inefficiency, incompetence",Adjectival Noun,彼は<b>無能</b>だ。,彼[かれ]は<b> 無能[むのう]</b>だ。,かれ は <b>むのう</b> だ,He's incapable.,彼[かれ]は<b>（　）</b>だ。
ムード,ムード,ムード,mood,Noun,部屋を暗くして<b>ムード</b>を出してみたよ。,部屋[へや]を 暗[くら]くして<b>ムード</b>を 出[だ]してみたよ。,へや を くらく して <b>むーど</b> を だして みた よ,I darkened the room to set the mood.,部屋[へや]を 暗[くら]くして<b>（　）</b>を 出[だ]してみたよ。
能,能[のう],のう,noh play,Noun,先日、初めて<b>能</b>を見に行きました。,先日[せんじつ]、 初[はじ]めて<b> 能[のう]</b>を 見[み]に 行[い]きました。,せんじつ はじめて <b>のう</b> を み に いきました,"The other day, I went to see Noh for the first time.",先日[せんじつ]、 初[はじ]めて<b>（　）</b>を 見[み]に 行[い]きました。
能,能[のう],のう,"ability, capability",Noun,彼は勉強するしか<b>能</b>のない人間だね。,彼[かれ]は 勉強[べんきょう]するしか<b> 能[のう]</b>のない 人間[にんげん]だね。,かれ は べんきょう する しか <b>のう</b> の ない にんげん だ ね,He's the kind of person who only knows how to study.,彼[かれ]は 勉強[べんきょう]するしか<b>（　）</b>のない 人間[にんげん]だね。
不安,不安[ふあん],ふあん,"uneasiness, anxiety",Adjectival Noun,明日、病院に検査に行くので少し<b>不安</b>です。,明日[あす]、 病院[びょういん]に 検査[けんさ]に 行[い]くので 少[すこ]し<b> 不安[ふあん]</b>です。,あす びょういん に けんさ に いく の で すこし <b>ふあん</b> です,I'm a bit worried since I have to go to the hospital for tests tomorrow.,明日[あす]、 病院[びょういん]に 検査[けんさ]に 行[い]くので 少[すこ]し<b>（　）</b>です。
不満,不満[ふまん],ふまん,"dissatisfaction, discontent",Adjectival Noun,私は彼のやり方には<b>不満</b>です。,私[わたし]は 彼[かれ]のやり 方[かた]には<b> 不満[ふまん]</b>です。,わたし は かれ の やりかた に は <b>ふまん</b> です,I'm dissatisfied with his way of doing things.,私[わたし]は 彼[かれ]のやり 方[かた]には<b>（　）</b>です。
不足,不足[ふそく],ふそく,"insufficiency, lack",Verbal Noun,今年はひどい水<b>不足</b>よ。,今年[ことし]はひどい 水[みず]<b> 不足[ぶそく]</b>よ。,ことし は ひどい みず<b>ぶそく</b> よ,There's a severe drought this year.,今年[ことし]はひどい 水[みず]<b>（　）</b>よ。
どく,どく,どく,move out of the way,Verb,そこを<b>どいて</b>ください。,そこを<b>どいて</b>ください。,そこを<b>どいて</b>ください。,"Please move out the way, there.",そこを<b>（　）</b>ください。
不可能,不可能[ふかのう],ふかのう,impossible,Adjectival Noun,レポートを1日で仕上げるのは<b>不可能</b>です。,レポートを1 日[にち]で 仕上[しあ]げるのは<b> 不可能[ふかのう]</b>です。,れぽーと を 1 にち で しあげる の は <b>ふかのう</b> です,It's impossible to finish up the report in a day.,レポートを1 日[にち]で 仕上[しあ]げるのは<b>（　）</b>です。
不十分,不十分[ふじゅうぶん],ふじゅうぶん,"insufficiency, lack",Adjectival Noun,その程度の努力では<b>不十分</b>です。,その 程度[ていど]の 努力[どりょく]では<b> 不十分[ふじゅうぶん]</b>です。,その ていど の どりょく で は <b>ふじゅうぶん</b> です,That amount of effort is insufficient.,その 程度[ていど]の 努力[どりょく]では<b>（　）</b>です。
不明,不明[ふめい],ふめい,unknown,Adjectival Noun,その病気は原因<b>不明</b>と言われているんだよ。,その 病気[びょうき]は 原因[げんいん]<b> 不明[ふめい]</b>と 言[い]われているんだよ。,その びょうき は げんいん <b>ふめい</b> と いわれている ん だ よ,The cause of this illness is said to be unknown.,その 病気[びょうき]は 原因[げんいん]<b>（　）</b>と 言[い]われているんだよ。
不良,不良[ふりょう],ふりょう,"bad, defective",Adjectival Noun,<b>不良</b>品を返品したよ。,<b> 不良[ふりょう]</b> 品[ひん]を 返品[へんぴん]したよ。,<b>ふりょう</b>ひん を へんぴん した よ,I returned the defective product.,<b>（　）</b> 品[ひん]を 返品[へんぴん]したよ。
不合格,不合格[ふごうかく],ふごうかく,"failure, disqualification",Noun,残念ながら試験は<b>不合格</b>でした。,残念[ざんねん]ながら 試験[しけん]は<b> 不合格[ふごうかく]</b>でした。,ざんねん ながら しけん は <b>ふごうかく</b> でした,"To our regret, he failed the examination.",残念[ざんねん]ながら 試験[しけん]は<b>（　）</b>でした。
マーケット,マーケット,マーケット,market,Noun,彼はイタリアの<b>マーケット</b>を開拓しました。,彼[かれ]はイタリアの<b>マーケット</b>を 開拓[かいたく]しました。,かれ は いたりあ の <b>まーけっと</b> を かいたく しました,He has broken into the Italian market.,彼[かれ]はイタリアの<b>（　）</b>を 開拓[かいたく]しました。
不通,不通[ふつう],ふつう,interruption of service,Noun,今朝、停電で電車が<b>不通</b>になったよ。,今朝[けさ]、 停電[ていでん]で 電車[でんしゃ]が<b> 不通[ふつう]</b>になったよ。,けさ ていでん で でんしゃ が <b>ふつう</b> に なった よ,The train stopped because of a power failure this morning.,今朝[けさ]、 停電[ていでん]で 電車[でんしゃ]が<b>（　）</b>になったよ。
便り,便[たよ]り,たより,"news, correspondence",Noun,月に一度母から<b>便り</b>が来ます。,月[つき]に 一度母[いちど はは]から<b> 便[たよ]り</b>が 来[き]ます。,つき に いちど はは から <b>たより</b> が きます,I get a letter from my mother once a month.,月[つき]に 一度母[いちど はは]から<b>（　）</b>が 来[き]ます。
大便,大便[だいべん],だいべん,"stool, feces",Verbal Noun,病院で<b>大便</b>の検査をした。,病院[びょういん]で<b> 大便[だいべん]</b>の 検査[けんさ]をした。,びょういん で <b>だいべん</b> の けんさ を した,I had a stool examination at the hospital.,病院[びょういん]で<b>（　）</b>の 検査[けんさ]をした。
番,番[ばん],ばん,"one's turn, watch",Noun,今日は私が皿を洗う<b>番</b>ですね。,今日[きょう]は 私[わたし]が 皿[さら]を 洗[あら]う<b> 番[ばん]</b>ですね。,きょう は わたし が さら を あらう <b>ばん</b> です ね,It's my turn to do dishes today.,今日[きょう]は 私[わたし]が 皿[さら]を 洗[あら]う<b>（　）</b>ですね。
長所,長所[ちょうしょ],ちょうしょ,"strong point, merit",Noun,君の<b>長所</b>は明るいところだね。,君[きみ]の<b> 長所[ちょうしょ]</b>は 明[あか]るいところだね。,きみ の <b>ちょうしょ</b> は あかるい ところ だ ね,Your strong point is your cheerfulness.,君[きみ]の<b>（　）</b>は 明[あか]るいところだね。
ファッション,ファッション,ファッション,fashion,Noun,彼女は<b>ファッション</b>の専門家だ。,彼女[かのじょ]は<b>ファッション</b>の 専門家[せんもんか]だ。,かのじょ は <b>ふぁっしょん</b> の せんもんか だ,She's a fashion expert.,彼女[かのじょ]は<b>（　）</b>の 専門家[せんもんか]だ。
短所,短所[たんしょ],たんしょ,"shortcoming, defect",Noun,すぐにあきらめてしまうのが彼の<b>短所</b>です。,すぐにあきらめてしまうのが 彼[かれ]の<b> 短所[たんしょ]</b>です。,すぐ に あきらめて しまう の が かれ の <b>たんしょ</b> です,His weak point is that he gives up too easily.,すぐにあきらめてしまうのが 彼[かれ]の<b>（　）</b>です。
所々,所々[ところどころ],ところどころ,"here and there, at places",Noun,この本はページが<b>所々</b>破れているね。,この 本[ほん]はページが<b> 所々[ところどころ]</b> 破[やぶ]れているね。,この ほん は ぺーじ が <b>ところどころ</b> やぶれて いる ね,The pages are torn here and there in this book.,この 本[ほん]はページが<b>（　）</b> 破[やぶ]れているね。
名,名[な],な,"name, reputation",Noun,彼は<b>名</b>の通った会社に就職しました。,彼[かれ]は<b> 名[な]</b>の 通[とお]った 会社[かいしゃ]に 就職[しゅうしょく]しました。,かれ は <b>な</b> の とおった かいしゃ に しゅうしょく しました,He found employment in a well-known company.,彼[かれ]は<b>（　）</b>の 通[とお]った 会社[かいしゃ]に 就職[しゅうしょく]しました。
名人,名人[めいじん],めいじん,"master, master hand",Noun,彼は釣りの<b>名人</b>です。,彼[かれ]は 釣[つ]りの<b> 名人[めいじん]</b>です。,かれ は つり の <b>めいじん</b> です,He's an expert angler.,彼[かれ]は 釣[つ]りの<b>（　）</b>です。
地名,地名[ちめい],ちめい,place name,Noun,その<b>地名</b>は聞いたことがないなあ。,その<b> 地名[ちめい]</b>は 聞[き]いたことがないなあ。,その <b>ちめい</b> は きいた こと が ない なあ,I have never heard of that place.,その<b>（　）</b>は 聞[き]いたことがないなあ。
名所,名所[めいしょ],めいしょ,"noted place, sights",Noun,ここは桜の<b>名所</b>です。,ここは 桜[さくら]の<b> 名所[めいしょ]</b>です。,ここ は さくら の <b>めいしょ</b> です,This place is well-known for cherry blossoms.,ここは 桜[さくら]の<b>（　）</b>です。
ブレーキ,ブレーキ,ブレーキ,brake,Noun,赤信号で<b>ブレーキ</b>を踏んだの。,赤信号[あかしんごう]で<b>ブレーキ</b>を 踏[ふ]んだの。,あかしんごう で <b>ぶれーき</b> を ふんだ の,I stepped on the brake at the red light.,赤信号[あかしんごう]で<b>（　）</b>を 踏[ふ]んだの。
